date,hour,count,casual,reg,season,holiday,weekday,workingday,weathersit,temp,hum
2012-03-15,6:00h,117,4,113,1,0,Friday,1,1,0.44,0.72
2011-03-18,10:00h,117,43,74,1,0,Saturday,1,1,0.52,0.53
2012-10-21,1:00h,117,20,97,4,0,Monday,0,1,0.42,0.58
2012-01-05,14:00h,117,13,104,1,0,Friday,1,1,0.34,0.39
2011-05-25,6:00h,117,4,113,2,0,Thursday,1,1,0.56,0.94
2011-10-05,6:00h,117,5,112,4,0,Thursday,1,1,0.44,0.82
2011-12-08,15:00h,117,19,98,4,0,Friday,1,1,0.32,0.45
2011-05-15,22:00h,117,29,88,2,0,Monday,0,1,0.56,0.83
2012-12-02,12:00h,117,9,108,4,0,Monday,0,2,0.3,0.87
2011-02-06,11:00h,117,28,89,1,0,Monday,0,1,0.32,0.49
2011-04-06,15:00h,117,34,83,2,0,Thursday,1,1,0.52,0.32
2011-02-16,15:00h,117,35,82,1,0,Thursday,1,1,0.46,0.28
2012-09-08,1:00h,117,10,107,3,0,Sunday,0,2,0.66,0.89
2011-01-14,9:00h,117,0,117,1,0,Saturday,1,1,0.14,0.69
2012-09-16,1:00h,117,35,82,3,0,Monday,0,1,0.54,0.64
2012-10-18,23:00h,117,6,111,4,0,Friday,1,2,0.54,0.83
2011-07-11,10:00h,117,44,73,3,0,Tuesday,1,1,0.8,0.55
2012-03-26,6:00h,117,7,110,2,0,Tuesday,1,1,0.42,0.82
2011-08-02,6:00h,117,12,105,3,0,Wednesday,1,1,0.68,0.69
2011-06-11,12:00h,117,28,89,2,0,Sunday,0,1,0.7,0.79
2012-10-28,12:00h,117,20,97,4,0,Monday,0,3,0.52,0.68
2011-04-23,23:00h,117,31,86,2,0,Sunday,0,2,0.54,0.88
2011-04-20,22:00h,117,12,105,2,0,Thursday,1,1,0.62,0.41
2012-12-27,19:00h,117,11,106,1,0,Friday,1,1,0.24,0.6
2011-04-13,21:00h,117,17,100,2,0,Thursday,1,1,0.42,0.67
2011-07-21,6:00h,117,6,111,3,0,Friday,1,2,0.72,0.84
2012-04-22,12:00h,117,32,85,2,0,Monday,0,2,0.46,0.82
2011-11-10,10:00h,117,17,100,4,0,Friday,1,2,0.44,0.88
2011-05-18,22:00h,117,14,103,2,0,Thursday,1,1,0.52,0.83
2011-09-21,6:00h,117,5,112,3,0,Thursday,1,2,0.54,1.0
2011-12-28,15:00h,117,16,101,1,0,Thursday,1,1,0.32,0.36
2011-05-20,6:00h,117,15,102,2,0,Saturday,1,1,0.46,0.88
2012-02-07,10:00h,116,12,104,1,0,Wednesday,1,1,0.34,0.46
2011-01-25,16:00h,116,14,102,1,0,Wednesday,1,2,0.32,0.42
2011-03-30,17:00h,116,11,105,2,0,Thursday,1,3,0.26,0.93
2012-10-31,6:00h,116,0,116,4,0,Thursday,1,1,0.3,0.81
2011-07-28,10:00h,116,30,86,3,0,Friday,1,1,0.8,0.55
2011-07-29,23:00h,116,26,90,3,0,Saturday,1,1,0.78,0.52
2012-08-11,1:00h,116,32,84,3,0,Sunday,0,1,0.66,0.74
2011-07-28,6:00h,116,6,110,3,0,Friday,1,1,0.7,0.7
2011-07-13,14:00h,116,27,89,3,0,Thursday,1,3,0.82,0.46
2011-11-23,11:00h,116,9,107,4,0,Thursday,1,2,0.5,0.72
2012-06-10,1:00h,116,32,84,2,0,Monday,0,1,0.64,0.73
2012-01-06,10:00h,116,14,102,1,0,Saturday,1,1,0.26,0.65
2012-02-17,10:00h,116,13,103,1,0,Saturday,1,1,0.34,0.71
2011-06-29,6:00h,116,12,104,3,0,Thursday,1,1,0.66,0.69
2012-10-07,20:00h,116,19,97,4,0,Monday,0,1,0.4,0.82
2012-03-23,6:00h,116,6,110,2,0,Saturday,1,2,0.5,0.88
2011-06-25,12:00h,116,19,97,3,0,Sunday,0,1,0.68,0.47
2011-02-01,9:00h,116,2,114,1,0,Wednesday,1,2,0.16,0.93
2012-09-30,1:00h,116,31,85,4,0,Monday,0,1,0.5,0.59
2011-06-08,23:00h,116,18,98,2,0,Thursday,1,1,0.76,0.75
2012-02-06,11:00h,116,12,104,1,0,Tuesday,1,1,0.26,0.7
2011-02-21,14:00h,116,15,101,1,1,Tuesday,0,2,0.32,0.76
2012-02-06,10:00h,116,20,96,1,0,Tuesday,1,1,0.22,0.75
2011-06-08,6:00h,116,13,103,2,0,Thursday,1,1,0.64,0.89
2011-02-18,7:00h,116,8,108,1,0,Saturday,1,2,0.42,0.77
2011-07-20,6:00h,116,5,111,3,0,Thursday,1,2,0.68,0.89
2012-01-10,21:00h,116,7,109,1,0,Wednesday,1,1,0.32,0.66
2012-10-30,13:00h,116,11,105,4,0,Wednesday,1,3,0.3,0.81
2012-04-27,23:00h,116,11,105,2,0,Saturday,1,1,0.4,0.4
2012-08-26,2:00h,116,12,104,3,0,Monday,0,2,0.64,0.89
2012-01-24,10:00h,116,23,93,1,0,Wednesday,1,1,0.32,0.93
2011-11-06,20:00h,116,16,100,4,0,Monday,0,1,0.36,0.81
2012-10-28,2:00h,116,17,99,4,0,Monday,0,2,0.5,0.68
2011-10-31,21:00h,116,7,109,4,0,Tuesday,1,2,0.36,0.76
2011-05-09,22:00h,116,21,95,2,0,Tuesday,1,1,0.52,0.68
2011-01-23,12:00h,116,24,92,1,0,Monday,0,1,0.16,0.37
2012-02-29,8:00h,116,2,114,1,0,Thursday,1,2,0.28,0.75
2011-07-13,23:00h,116,33,83,3,0,Thursday,1,1,0.66,0.83
2011-11-17,15:00h,116,10,106,4,0,Friday,1,2,0.34,0.49
2011-11-17,21:00h,116,3,113,4,0,Friday,1,1,0.3,0.42
2012-05-26,12:00h,116,18,98,2,0,Sunday,0,1,0.64,0.83
2011-09-10,12:00h,116,32,84,3,0,Sunday,0,1,0.62,0.94
2012-06-23,12:00h,116,14,102,3,0,Sunday,0,1,0.64,0.83
2012-06-12,15:00h,116,22,94,2,0,Wednesday,1,3,0.66,0.89
2011-11-18,10:00h,115,10,105,4,0,Saturday,1,1,0.26,0.41
2011-05-20,23:00h,115,15,100,2,0,Saturday,1,1,0.52,0.72
2012-11-05,22:00h,115,4,111,4,0,Tuesday,1,1,0.28,0.56
2012-01-20,14:00h,115,8,107,1,0,Saturday,1,2,0.22,0.35
2011-07-22,10:00h,115,32,83,3,0,Saturday,1,1,0.9,0.53
2012-08-25,1:00h,115,15,100,3,0,Sunday,0,2,0.68,0.69
2011-06-01,10:00h,115,31,84,2,0,Thursday,1,2,0.76,0.75
2011-11-04,22:00h,115,6,109,4,0,Saturday,1,1,0.34,0.46
2012-01-03,20:00h,115,0,115,1,0,Wednesday,1,1,0.12,0.33
2011-01-05,9:00h,115,6,109,1,0,Thursday,1,1,0.22,0.37
2011-07-12,6:00h,115,13,102,3,0,Wednesday,1,1,0.74,0.58
2011-05-05,23:00h,115,16,99,2,0,Friday,1,1,0.46,0.41
2011-09-15,22:00h,115,7,108,3,0,Friday,1,1,0.44,0.67
2011-11-30,15:00h,115,11,104,4,0,Thursday,1,1,0.36,0.46
2012-03-28,6:00h,115,4,111,2,0,Thursday,1,1,0.36,0.46
2011-04-06,14:00h,115,35,80,2,0,Thursday,1,1,0.5,0.34
2012-07-15,2:00h,115,29,86,3,0,Monday,0,2,0.68,0.89
2011-12-14,11:00h,115,12,103,4,0,Thursday,1,2,0.34,0.55
2011-07-22,12:00h,115,20,95,3,0,Saturday,1,1,0.94,0.48
2011-08-29,10:00h,115,42,73,3,0,Tuesday,1,1,0.66,0.47
2011-05-08,22:00h,115,29,86,2,0,Monday,0,1,0.5,0.88
2012-03-24,17:00h,115,47,68,2,0,Sunday,0,3,0.5,0.88
2011-02-24,19:00h,115,3,112,1,0,Friday,1,3,0.34,0.93
2011-04-14,11:00h,115,28,87,2,0,Friday,1,1,0.52,0.45
2011-07-02,12:00h,115,31,84,3,0,Sunday,0,1,0.68,0.47
2011-12-27,17:00h,115,6,109,1,0,Wednesday,1,3,0.4,0.87
2011-02-25,12:00h,115,20,95,1,0,Saturday,1,3,0.54,0.6
2011-06-26,12:00h,115,30,85,3,0,Monday,0,1,0.64,0.53
2012-09-26,23:00h,115,13,102,4,0,Thursday,1,2,0.6,0.78
2011-05-07,8:00h,115,19,96,2,0,Sunday,0,1,0.52,0.52
2012-10-30,19:00h,115,6,109,4,0,Wednesday,1,2,0.5,0.68
2011-10-02,9:00h,115,19,96,4,0,Monday,0,1,0.36,0.76
2012-01-30,14:00h,115,15,100,1,0,Tuesday,1,1,0.32,0.24
2011-06-21,6:00h,115,8,107,3,0,Wednesday,1,2,0.6,0.88
2011-12-12,11:00h,115,15,100,4,0,Tuesday,1,2,0.26,0.6
2011-11-06,1:00h,115,11,104,4,0,Monday,0,1,0.26,0.81
2011-10-04,22:00h,114,8,106,4,0,Wednesday,1,1,0.5,0.72
2012-09-08,16:00h,114,19,95,3,0,Sunday,0,3,0.56,0.88
2012-06-24,2:00h,114,34,80,3,0,Monday,0,2,0.68,0.51
2011-08-18,23:00h,114,20,94,3,0,Friday,1,2,0.7,0.74
2011-11-14,6:00h,114,10,104,4,0,Tuesday,1,2,0.44,0.72
2011-09-20,6:00h,114,3,111,3,0,Wednesday,1,2,0.54,0.88
2012-01-18,11:00h,114,4,110,1,0,Thursday,1,1,0.3,0.42
2011-08-23,6:00h,114,3,111,3,0,Wednesday,1,1,0.54,0.6
2011-11-21,21:00h,114,11,103,4,0,Tuesday,1,3,0.4,0.87
2012-02-18,21:00h,114,25,89,1,0,Sunday,0,1,0.44,0.33
2011-06-26,22:00h,114,19,95,3,0,Monday,0,1,0.7,0.51
2011-02-12,11:00h,114,30,84,1,0,Sunday,0,1,0.3,0.28
2012-07-23,23:00h,114,16,98,3,0,Tuesday,1,1,0.72,0.66
2012-12-23,17:00h,114,21,93,1,0,Monday,0,1,0.32,0.49
2011-11-24,16:00h,114,48,66,4,1,Friday,0,1,0.5,0.34
2012-08-26,22:00h,114,20,94,3,0,Monday,0,1,0.62,0.88
2011-02-25,9:00h,114,3,111,1,0,Saturday,1,3,0.34,0.93
2011-12-15,23:00h,114,10,104,4,0,Friday,1,1,0.52,0.63
2012-01-13,11:00h,114,12,102,1,0,Saturday,1,1,0.24,0.38
2012-06-29,12:00h,114,24,90,3,0,Saturday,1,1,0.74,0.48
2012-12-25,12:00h,114,62,52,1,1,Wednesday,0,1,0.32,0.76
2012-05-06,8:00h,114,23,91,2,0,Monday,0,2,0.5,0.88
2011-11-09,22:00h,114,9,105,4,0,Thursday,1,1,0.4,0.87
2011-07-27,10:00h,114,32,82,3,0,Thursday,1,1,0.78,0.33
2011-11-10,6:00h,114,4,110,4,0,Friday,1,2,0.36,1.0
2012-01-10,22:00h,114,10,104,1,0,Wednesday,1,1,0.3,0.7
2011-12-06,21:00h,114,6,108,4,0,Wednesday,1,2,0.44,1.0
2011-07-30,8:00h,114,27,87,3,0,Sunday,0,1,0.78,0.59
2011-02-22,8:00h,114,7,107,1,0,Wednesday,1,2,0.12,0.8
2012-08-27,23:00h,114,35,79,3,0,Tuesday,1,1,0.7,0.84
2012-12-13,6:00h,114,2,112,4,0,Friday,1,1,0.26,0.56
2012-04-23,14:00h,114,12,102,2,0,Tuesday,1,3,0.36,0.62
2012-12-22,17:00h,114,15,99,1,0,Sunday,0,1,0.28,0.41
2011-10-06,6:00h,114,4,110,4,0,Friday,1,1,0.4,0.66
2011-09-05,17:00h,114,37,77,3,1,Tuesday,0,2,0.66,0.89
2011-10-17,6:00h,114,7,107,4,0,Tuesday,1,1,0.5,0.55
2012-09-18,13:00h,114,17,97,3,0,Wednesday,1,2,0.7,0.74
2011-12-03,22:00h,114,17,97,4,0,Sunday,0,2,0.32,0.61
2011-08-06,21:00h,114,28,86,3,0,Sunday,0,2,0.7,0.84
2011-10-22,8:00h,114,26,88,4,0,Sunday,0,1,0.4,0.71
2011-09-28,6:00h,114,3,111,4,0,Thursday,1,3,0.6,0.94
2011-05-02,1:00h,114,41,73,2,0,Tuesday,1,1,0.46,0.72
2011-10-13,22:00h,114,13,101,4,0,Friday,1,1,0.62,0.83
2011-02-07,16:00h,114,16,98,1,0,Tuesday,1,2,0.36,0.57
2011-03-15,16:00h,114,21,93,1,0,Wednesday,1,2,0.38,0.46
2012-10-07,19:00h,114,17,97,4,0,Monday,0,2,0.4,0.82
2011-10-10,7:00h,114,12,102,4,1,Tuesday,0,1,0.46,0.88
2011-03-11,7:00h,114,10,104,1,0,Saturday,1,1,0.26,0.7
2012-10-21,22:00h,113,18,95,4,0,Monday,0,1,0.42,0.54
2012-10-07,21:00h,113,22,91,4,0,Monday,0,1,0.38,0.87
2012-08-06,23:00h,113,16,97,3,0,Tuesday,1,1,0.72,0.74
2011-03-11,16:00h,113,18,95,1,0,Saturday,1,2,0.34,0.49
2011-06-02,6:00h,113,7,106,2,0,Friday,1,1,0.66,0.39
2011-07-21,23:00h,113,40,73,3,0,Friday,1,1,0.8,0.71
2011-03-18,21:00h,113,22,91,1,0,Saturday,1,1,0.62,0.46
2011-07-13,10:00h,113,33,80,3,0,Thursday,1,1,0.82,0.46
2011-07-31,12:00h,113,33,80,3,0,Monday,0,1,0.76,0.55
2011-11-14,22:00h,113,17,96,4,0,Tuesday,1,1,0.58,0.56
2012-02-10,22:00h,113,11,102,1,0,Saturday,1,2,0.32,0.66
2012-08-12,1:00h,113,21,92,3,0,Monday,0,1,0.62,0.78
2012-03-13,6:00h,113,5,108,1,0,Wednesday,1,3,0.46,0.82
2012-11-19,22:00h,113,7,106,4,0,Tuesday,1,1,0.34,0.66
2011-08-04,10:00h,113,24,89,3,0,Friday,1,1,0.72,0.71
2011-09-22,23:00h,113,14,99,3,0,Friday,1,2,0.62,0.94
2011-11-20,20:00h,113,23,90,4,0,Monday,0,2,0.52,0.68
2011-04-08,7:00h,113,4,109,2,0,Saturday,1,3,0.34,0.87
2011-10-12,10:00h,113,15,98,4,0,Thursday,1,2,0.54,0.88
2012-05-25,6:00h,113,5,108,2,0,Saturday,1,2,0.62,0.88
2011-06-14,6:00h,113,6,107,2,0,Wednesday,1,1,0.54,0.56
2012-03-18,1:00h,113,25,88,1,0,Monday,0,1,0.46,0.82
2011-09-26,6:00h,113,6,107,4,0,Tuesday,1,2,0.62,0.94
2012-05-07,23:00h,113,21,92,2,0,Tuesday,1,2,0.54,0.45
2012-07-22,12:00h,113,17,96,3,0,Monday,0,2,0.6,0.88
2012-12-14,6:00h,113,1,112,4,0,Saturday,1,1,0.16,0.8
2011-10-21,22:00h,113,24,89,4,0,Saturday,1,1,0.42,0.54
2012-01-25,22:00h,113,12,101,1,0,Thursday,1,1,0.3,0.65
2011-08-25,14:00h,113,27,86,3,0,Friday,1,2,0.72,0.74
2011-08-10,10:00h,113,41,72,3,0,Thursday,1,1,0.8,0.43
2012-04-06,23:00h,113,21,92,2,0,Saturday,1,1,0.42,0.3
2011-06-05,12:00h,113,23,90,2,0,Monday,0,1,0.64,0.57
2012-06-05,23:00h,113,20,93,2,0,Wednesday,1,1,0.54,0.56
2011-09-19,6:00h,113,6,107,3,0,Tuesday,1,1,0.5,0.77
2011-09-08,17:00h,113,11,102,3,0,Friday,1,3,0.64,0.94
2011-07-10,1:00h,113,19,94,3,0,Monday,0,1,0.7,0.61
2012-04-20,6:00h,113,8,105,2,0,Saturday,1,1,0.42,0.88
2011-04-29,23:00h,113,25,88,2,0,Saturday,1,2,0.44,0.54
2011-02-18,11:00h,113,31,82,1,0,Saturday,1,1,0.44,0.72
2011-05-03,22:00h,113,14,99,2,0,Wednesday,1,2,0.58,0.6
2011-01-16,15:00h,113,35,78,1,0,Monday,0,1,0.26,0.38
2011-04-19,22:00h,112,3,109,2,0,Wednesday,1,1,0.48,0.77
2012-01-08,19:00h,112,8,104,1,0,Monday,0,1,0.32,0.49
2011-06-01,11:00h,112,26,86,2,0,Thursday,1,2,0.82,0.59
2012-11-23,9:00h,112,32,80,4,0,Saturday,1,1,0.28,0.75
2012-11-12,22:00h,112,12,100,4,1,Tuesday,0,1,0.52,0.77
2012-12-21,20:00h,112,8,104,1,0,Saturday,1,1,0.28,0.41
2011-06-16,6:00h,112,8,104,2,0,Friday,1,3,0.58,0.73
2011-10-04,6:00h,112,3,109,4,0,Wednesday,1,1,0.4,0.82
2011-03-12,19:00h,112,26,86,1,0,Sunday,0,1,0.42,0.54
2011-05-10,6:00h,112,9,103,2,0,Wednesday,1,1,0.42,0.67
2011-04-06,13:00h,112,29,83,2,0,Thursday,1,1,0.46,0.38
2011-01-04,19:00h,112,2,110,1,0,Wednesday,1,1,0.24,0.48
2012-07-21,8:00h,112,18,94,3,0,Sunday,0,2,0.58,0.83
2011-06-25,8:00h,112,27,85,3,0,Sunday,0,1,0.7,0.48
2011-11-30,14:00h,112,13,99,4,0,Thursday,1,2,0.38,0.43
2011-05-12,6:00h,112,9,103,2,0,Friday,1,1,0.44,0.88
2011-03-21,13:00h,112,35,77,2,0,Tuesday,1,2,0.5,0.63
2011-01-19,19:00h,112,4,108,1,0,Thursday,1,1,0.32,0.57
2011-12-30,19:00h,112,16,96,1,0,Saturday,1,2,0.34,0.49
2012-10-14,1:00h,112,16,96,4,0,Monday,0,1,0.42,0.77
2011-09-20,14:00h,112,27,85,3,0,Wednesday,1,2,0.58,0.88
2011-02-10,19:00h,112,2,110,1,0,Friday,1,1,0.14,0.28
2012-12-19,6:00h,112,3,109,4,0,Thursday,1,1,0.24,0.75
2011-01-31,9:00h,112,0,112,1,0,Tuesday,1,2,0.16,0.59
2011-01-06,19:00h,112,3,109,1,0,Friday,1,1,0.22,0.55
2011-03-08,15:00h,112,35,77,1,0,Wednesday,1,2,0.36,0.18
2011-06-02,23:00h,112,23,89,2,0,Friday,1,1,0.62,0.35
2011-08-22,6:00h,112,6,106,3,0,Tuesday,1,1,0.66,0.61
2011-10-12,6:00h,112,5,107,4,0,Thursday,1,2,0.54,0.88
2012-07-29,2:00h,112,33,79,3,0,Monday,0,1,0.66,0.74
2011-06-06,6:00h,112,11,101,2,0,Tuesday,1,1,0.58,0.88
2011-03-09,16:00h,112,10,102,1,0,Thursday,1,2,0.34,0.76
2011-03-28,20:00h,112,5,107,2,0,Tuesday,1,1,0.32,0.22
2011-05-24,6:00h,112,10,102,2,0,Wednesday,1,2,0.58,0.94
2012-02-14,11:00h,112,5,107,1,0,Wednesday,1,2,0.3,0.45
2011-05-16,10:00h,112,37,75,2,0,Tuesday,1,1,0.62,0.65
2011-07-25,15:00h,112,16,96,3,0,Tuesday,1,1,0.7,0.84
2012-04-26,23:00h,112,6,106,2,0,Friday,1,1,0.5,0.88
2011-02-13,11:00h,112,26,86,1,0,Monday,0,1,0.32,0.39
2012-04-23,15:00h,112,11,101,2,0,Tuesday,1,2,0.36,0.62
2012-03-31,23:00h,112,12,100,2,0,Sunday,0,2,0.36,0.76
2012-12-28,7:00h,112,1,111,1,0,Saturday,1,1,0.22,0.64
2011-09-18,12:00h,112,24,88,3,0,Monday,0,1,0.46,0.77
2011-03-16,7:00h,111,10,101,1,0,Thursday,1,2,0.3,0.93
2011-11-18,21:00h,111,3,108,4,0,Saturday,1,1,0.28,0.48
2012-03-24,20:00h,111,31,80,2,0,Sunday,0,3,0.44,1.0
2011-06-10,10:00h,111,23,88,2,0,Saturday,1,1,0.78,0.52
2011-12-28,11:00h,111,18,93,1,0,Thursday,1,1,0.36,0.46
2012-01-19,12:00h,111,5,106,1,0,Friday,1,1,0.2,0.51
2012-10-14,12:00h,111,8,103,4,0,Monday,0,1,0.4,0.71
2011-10-27,22:00h,111,14,97,4,0,Friday,1,1,0.36,0.66
2011-11-16,19:00h,111,3,108,4,0,Thursday,1,3,0.46,0.88
2011-06-06,11:00h,111,39,72,2,0,Tuesday,1,1,0.74,0.42
2012-01-29,20:00h,111,13,98,1,0,Monday,0,1,0.3,0.39
2012-12-08,8:00h,111,5,106,4,0,Sunday,0,2,0.38,0.94
2012-03-25,22:00h,111,19,92,2,0,Monday,0,1,0.46,0.82
2011-03-03,7:00h,111,1,110,1,0,Friday,1,1,0.12,0.42
2012-02-12,14:00h,111,9,102,1,0,Monday,0,1,0.16,0.4
2012-10-23,23:00h,111,9,102,4,0,Wednesday,1,1,0.54,0.73
2012-02-16,22:00h,111,3,108,1,0,Friday,1,2,0.32,0.81
2011-11-27,9:00h,111,21,90,4,0,Monday,0,1,0.46,0.72
2011-12-12,14:00h,111,16,95,4,0,Tuesday,1,2,0.32,0.53
2012-03-10,8:00h,111,15,96,1,0,Sunday,0,1,0.22,0.44
2012-08-24,12:00h,111,27,84,3,0,Saturday,1,2,0.66,0.69
2012-01-26,11:00h,111,11,100,1,0,Friday,1,2,0.3,0.87
2011-09-23,9:00h,111,3,108,4,0,Saturday,1,3,0.62,1.0
2011-04-01,15:00h,111,30,81,2,0,Saturday,1,1,0.34,0.46
2011-01-31,19:00h,111,3,108,1,0,Tuesday,1,1,0.3,0.61
2011-12-02,21:00h,111,9,102,4,0,Saturday,1,1,0.34,0.49
2011-03-17,13:00h,111,26,85,1,0,Friday,1,2,0.52,0.42
2012-01-29,9:00h,111,13,98,1,0,Monday,0,1,0.18,0.43
2012-04-09,6:00h,111,3,108,2,0,Tuesday,1,1,0.42,0.26
2011-08-31,6:00h,111,4,107,3,0,Thursday,1,1,0.54,0.77
2012-05-14,16:00h,111,20,91,2,0,Tuesday,1,3,0.62,0.69
2011-11-22,19:00h,111,5,106,4,0,Wednesday,1,3,0.46,0.94
2011-08-16,10:00h,111,28,83,3,0,Wednesday,1,1,0.7,0.58
2011-03-11,12:00h,111,15,96,1,0,Saturday,1,2,0.34,0.53
2011-09-29,6:00h,111,5,106,4,0,Friday,1,2,0.6,0.88
2011-11-14,10:00h,111,26,85,4,0,Tuesday,1,2,0.5,0.63
2012-01-01,17:00h,111,36,75,1,0,Monday,0,2,0.48,0.48
2011-03-10,17:00h,111,2,109,1,0,Friday,1,2,0.44,0.0
2011-07-26,6:00h,110,2,108,3,0,Wednesday,1,1,0.68,0.83
2012-05-14,9:00h,110,5,105,2,0,Tuesday,1,3,0.54,0.88
2012-03-10,21:00h,110,16,94,1,0,Sunday,0,1,0.3,0.39
2011-11-30,10:00h,110,15,95,4,0,Thursday,1,1,0.34,0.66
2011-04-01,13:00h,110,18,92,2,0,Saturday,1,1,0.36,0.5
2011-03-02,7:00h,110,2,108,1,0,Thursday,1,1,0.22,0.64
2012-06-10,23:00h,110,30,80,2,0,Monday,0,1,0.72,0.58
2011-03-02,15:00h,110,19,91,1,0,Thursday,1,1,0.54,0.19
2011-07-20,10:00h,110,34,76,3,0,Thursday,1,1,0.76,0.7
2011-01-23,14:00h,110,17,93,1,0,Monday,0,1,0.16,0.28
2011-02-11,13:00h,110,21,89,1,0,Saturday,1,1,0.24,0.35
2011-01-03,19:00h,110,8,102,1,0,Tuesday,1,1,0.2,0.47
2011-03-28,7:00h,110,6,104,2,0,Tuesday,1,1,0.2,0.32
2012-07-01,23:00h,110,22,88,3,0,Monday,0,3,0.78,0.52
2012-04-02,6:00h,110,6,104,2,0,Tuesday,1,1,0.36,0.71
2011-04-28,23:00h,110,29,81,2,0,Friday,1,1,0.54,0.39
2012-11-13,9:00h,110,1,109,4,0,Wednesday,1,3,0.32,0.81
2011-08-03,6:00h,110,9,101,3,0,Thursday,1,3,0.72,0.66
2012-12-29,18:00h,110,8,102,1,0,Sunday,0,1,0.3,0.7
2011-06-14,23:00h,110,19,91,2,0,Wednesday,1,1,0.56,0.68
2012-08-12,23:00h,110,25,85,3,0,Monday,0,1,0.68,0.61
2012-02-20,9:00h,110,12,98,1,1,Tuesday,0,1,0.2,0.59
2012-12-16,12:00h,110,8,102,4,0,Monday,0,2,0.36,0.62
2012-11-30,23:00h,110,11,99,4,0,Saturday,1,2,0.3,0.75
2012-11-18,21:00h,110,17,93,4,0,Monday,0,1,0.36,0.66
2012-04-21,22:00h,110,20,90,2,0,Sunday,0,1,0.48,0.82
2011-02-15,9:00h,110,2,108,1,0,Wednesday,1,1,0.22,0.29
2011-01-01,15:00h,110,40,70,1,0,Sunday,0,2,0.44,0.77
2012-06-01,18:00h,110,10,100,2,0,Saturday,1,3,0.62,0.88
2011-12-08,10:00h,110,1,109,4,0,Friday,1,1,0.26,0.52
2012-04-18,12:00h,110,15,95,2,0,Thursday,1,3,0.46,0.51
2011-12-28,7:00h,110,4,106,1,0,Thursday,1,1,0.32,0.57
2012-01-21,18:00h,110,3,107,1,0,Sunday,0,2,0.2,0.75
2011-11-03,10:00h,110,12,98,4,0,Friday,1,2,0.4,0.76
2011-07-16,12:00h,110,42,68,3,0,Sunday,0,1,0.62,0.65
2011-11-17,14:00h,110,5,105,4,0,Friday,1,2,0.34,0.49
2011-12-29,10:00h,110,13,97,1,0,Friday,1,2,0.22,0.64
2012-01-15,19:00h,110,9,101,1,0,Monday,0,1,0.16,0.37
2011-12-06,20:00h,110,3,107,4,0,Wednesday,1,3,0.46,1.0
2011-10-18,6:00h,109,4,105,4,0,Wednesday,1,1,0.46,0.82
2011-05-31,10:00h,109,37,72,2,0,Wednesday,1,1,0.82,0.56
2011-07-22,11:00h,109,23,86,3,0,Saturday,1,1,0.9,0.5
2012-01-07,22:00h,109,16,93,1,0,Sunday,0,1,0.44,0.38
2011-12-03,21:00h,109,5,104,4,0,Sunday,0,2,0.3,0.61
2011-09-04,12:00h,109,33,76,3,0,Monday,0,1,0.66,0.89
2011-09-12,6:00h,109,1,108,3,0,Tuesday,1,1,0.56,0.83
2011-10-12,19:00h,109,7,102,4,0,Thursday,1,3,0.54,0.94
2011-11-28,22:00h,109,7,102,4,0,Tuesday,1,2,0.52,0.83
2012-09-15,1:00h,109,8,101,3,0,Sunday,0,1,0.6,0.73
2011-05-31,6:00h,109,11,98,2,0,Wednesday,1,1,0.68,0.79
2011-02-03,20:00h,109,1,108,1,0,Friday,1,1,0.2,0.47
2012-08-28,23:00h,109,17,92,3,0,Wednesday,1,1,0.68,0.57
2011-06-21,22:00h,109,12,97,3,0,Wednesday,1,1,0.7,0.79
2012-11-11,23:00h,109,16,93,4,0,Monday,0,1,0.42,0.71
2011-04-18,10:00h,109,41,68,2,0,Tuesday,1,2,0.52,0.55
2012-03-01,6:00h,109,2,107,1,0,Friday,1,2,0.42,0.94
2011-12-15,10:00h,109,4,105,4,0,Friday,1,2,0.4,0.58
2011-01-28,18:00h,109,2,107,1,0,Saturday,1,1,0.24,0.75
2012-03-08,6:00h,109,4,105,1,0,Friday,1,1,0.42,0.77
2012-09-11,23:00h,109,18,91,3,0,Wednesday,1,1,0.54,0.68
2012-05-15,21:00h,109,11,98,2,0,Wednesday,1,3,0.64,0.73
2012-02-02,22:00h,109,3,106,1,0,Friday,1,1,0.32,0.49
2011-01-19,9:00h,109,2,107,1,0,Thursday,1,2,0.24,0.93
2011-01-30,15:00h,109,14,95,1,0,Monday,0,1,0.3,0.56
2011-07-23,8:00h,109,24,85,3,0,Sunday,0,1,0.84,0.49
2012-12-27,12:00h,109,22,87,1,0,Friday,1,1,0.3,0.49
2011-07-27,23:00h,109,16,93,3,0,Thursday,1,1,0.74,0.45
2011-05-03,6:00h,109,7,102,2,0,Wednesday,1,2,0.52,0.94
2012-12-16,19:00h,109,10,99,4,0,Monday,0,1,0.36,0.93
2012-01-02,10:00h,109,20,89,1,1,Tuesday,0,1,0.26,0.35
2011-11-11,20:00h,109,12,97,4,1,Saturday,0,1,0.32,0.39
2012-02-14,21:00h,109,4,105,1,0,Wednesday,1,2,0.36,0.5
2011-10-13,9:00h,109,3,106,4,0,Friday,1,3,0.56,1.0
2011-02-23,20:00h,109,2,107,1,0,Thursday,1,1,0.24,0.6
2012-11-22,17:00h,109,66,43,4,1,Friday,0,1,0.44,0.35
2012-10-07,1:00h,109,29,80,4,0,Monday,0,1,0.44,0.54
