,Season,Month,Hour (24hr),Weekday,Work Day Status,Weather Situation,Unregistered Users,Registered Users,Total User Count
8516,Winter,December,14,Monday,0,1,73,80,153
8517,Winter,December,15,Monday,0,1,26,105,131
8518,Winter,December,16,Monday,0,1,28,69,97
8519,Winter,December,17,Monday,0,1,30,67,97
8520,Winter,December,18,Monday,0,1,21,54,75
8521,Winter,December,19,Monday,0,1,16,49,65
8522,Winter,December,20,Monday,0,1,14,42,56
8523,Winter,December,21,Monday,0,1,10,39,49
8524,Winter,December,22,Monday,0,1,5,22,27
8525,Winter,December,23,Monday,0,1,4,25,29
8526,Winter,December,0,Tuesday,1,1,3,9,12
8527,Winter,December,1,Tuesday,1,1,0,6,6
8528,Winter,December,2,Tuesday,1,1,2,2,4
8529,Winter,December,3,Tuesday,1,2,0,3,3
8530,Winter,December,4,Tuesday,1,2,0,3,3
8531,Winter,December,5,Tuesday,1,2,0,8,8
8532,Winter,December,6,Tuesday,1,2,0,35,35
8533,Winter,December,7,Tuesday,1,2,1,79,80
8534,Winter,December,8,Tuesday,1,2,9,155,164
8535,Winter,December,9,Tuesday,1,3,19,85,104
8536,Winter,December,10,Tuesday,1,2,13,47,60
8537,Winter,December,11,Tuesday,1,3,6,24,30
8538,Winter,December,12,Tuesday,1,3,8,16,24
8539,Winter,December,13,Tuesday,1,3,1,19,20
8540,Winter,December,14,Tuesday,1,3,0,14,14
8541,Winter,December,15,Tuesday,1,3,2,17,19
8542,Winter,December,16,Tuesday,1,3,2,44,46
8543,Winter,December,17,Tuesday,1,3,6,109,115
8544,Winter,December,18,Tuesday,1,1,9,126,135
8545,Winter,December,19,Tuesday,1,1,3,87,90
8546,Winter,December,20,Tuesday,1,1,3,66,69
8547,Winter,December,21,Tuesday,1,1,11,52,63
8548,Winter,December,22,Tuesday,1,1,3,29,32
8549,Winter,December,23,Tuesday,1,1,2,24,26
8550,Winter,December,0,Wednesday,1,1,0,10,10
8551,Winter,December,1,Wednesday,1,1,0,12,12
8552,Winter,December,2,Wednesday,1,1,0,7,7
8553,Winter,December,3,Wednesday,1,1,0,4,4
8554,Winter,December,5,Wednesday,1,1,0,9,9
8555,Winter,December,6,Wednesday,1,1,1,42,43
8556,Winter,December,7,Wednesday,1,1,4,106,110
8557,Winter,December,8,Wednesday,1,1,11,206,217
8558,Winter,December,9,Wednesday,1,1,18,171,189
8559,Winter,December,10,Wednesday,1,1,12,84,96
8560,Winter,December,11,Wednesday,1,1,18,93,111
8561,Winter,December,12,Wednesday,1,1,32,108,140
8562,Winter,December,13,Wednesday,1,1,24,135,159
8563,Winter,December,14,Wednesday,1,1,24,96,120
8564,Winter,December,15,Wednesday,1,1,16,101,117
8565,Winter,December,16,Wednesday,1,1,23,144,167
8566,Winter,December,17,Wednesday,1,1,25,225,250
8567,Winter,December,18,Wednesday,1,1,10,159,169
8568,Winter,December,19,Wednesday,1,1,16,135,151
8569,Winter,December,20,Wednesday,1,1,9,70,79
8570,Winter,December,21,Wednesday,1,1,7,63,70
8571,Winter,December,22,Wednesday,1,1,2,31,33
8572,Winter,December,23,Wednesday,1,1,3,36,39
8573,Winter,December,0,Thursday,1,2,4,24,28
8574,Winter,December,1,Thursday,1,1,0,15,15
8575,Winter,December,2,Thursday,1,1,0,3,3
8576,Winter,December,3,Thursday,1,1,0,2,2
8577,Winter,December,4,Thursday,1,1,1,2,3
8578,Winter,December,5,Thursday,1,1,0,10,10
8579,Winter,December,6,Thursday,1,1,2,39,41
8580,Winter,December,7,Thursday,1,1,2,104,106
8581,Winter,December,8,Thursday,1,2,3,207,210
8582,Winter,December,9,Thursday,1,2,15,155,170
8583,Winter,December,10,Thursday,1,2,13,97,110
8584,Winter,December,11,Thursday,1,2,23,99,122
8585,Winter,December,12,Thursday,1,2,12,118,130
8586,Winter,December,13,Thursday,1,2,36,95,131
8587,Winter,December,14,Thursday,1,2,30,112,142
8588,Winter,December,15,Thursday,1,2,27,150,177
8589,Winter,December,16,Thursday,1,1,22,155,177
8590,Winter,December,17,Thursday,1,1,14,226,240
8591,Winter,December,18,Thursday,1,1,15,192,207
8592,Winter,December,19,Thursday,1,1,11,124,135
8593,Winter,December,20,Thursday,1,1,8,88,96
8594,Winter,December,21,Thursday,1,2,8,60,68
8595,Winter,December,22,Thursday,1,1,7,48,55
8596,Winter,December,23,Thursday,1,1,1,44,45
8597,Winter,December,0,Friday,1,1,4,26,30
8598,Winter,December,1,Friday,1,1,9,11,20
8599,Winter,December,2,Friday,1,1,2,10,12
8600,Winter,December,3,Friday,1,1,0,6,6
8601,Winter,December,4,Friday,1,1,0,2,2
8602,Winter,December,5,Friday,1,1,0,10,10
8603,Winter,December,6,Friday,1,1,1,31,32
8604,Winter,December,7,Friday,1,1,3,92,95
8605,Winter,December,8,Friday,1,2,12,193,205
8606,Winter,December,9,Friday,1,1,19,175,194
8607,Winter,December,10,Friday,1,1,10,108,118
8608,Winter,December,11,Friday,1,1,45,126,171
8609,Winter,December,12,Friday,1,1,38,159,197
8610,Winter,December,13,Friday,1,2,53,154,207
8611,Winter,December,14,Friday,1,2,67,178,245
8612,Winter,December,15,Friday,1,1,56,236,292
8613,Winter,December,16,Friday,1,1,36,247,283
8614,Winter,December,17,Friday,1,1,54,188,242
8615,Winter,December,18,Friday,1,1,19,163,182
8616,Winter,December,19,Friday,1,2,16,96,112
8617,Winter,December,20,Friday,1,2,16,75,91
8618,Winter,December,21,Friday,1,2,11,84,95
8619,Winter,December,22,Friday,1,2,7,78,85
8620,Winter,December,23,Friday,1,2,13,60,73
8621,Winter,December,0,Saturday,0,2,7,37,44
8622,Winter,December,1,Saturday,0,2,4,31,35
8623,Winter,December,2,Saturday,0,2,1,27,28
8624,Winter,December,3,Saturday,0,2,1,17,18
8625,Winter,December,4,Saturday,0,1,1,9,10
8626,Winter,December,5,Saturday,0,2,1,0,1
8627,Winter,December,6,Saturday,0,2,1,5,6
8628,Winter,December,7,Saturday,0,3,6,13,19
8629,Winter,December,8,Saturday,0,1,7,42,49
8630,Winter,December,9,Saturday,0,1,18,72,90
8631,Winter,December,10,Saturday,0,1,20,108,128
8632,Winter,December,11,Saturday,0,1,65,152,217
8633,Winter,December,12,Saturday,0,1,93,180,273
8634,Winter,December,13,Saturday,0,1,108,205,313
8635,Winter,December,14,Saturday,0,1,115,185,300
8636,Winter,December,15,Saturday,0,1,89,164,253
8637,Winter,December,16,Saturday,0,1,52,143,195
8638,Winter,December,17,Saturday,0,1,28,101,129
8639,Winter,December,18,Saturday,0,1,13,80,93
8640,Winter,December,19,Saturday,0,1,19,73,92
8641,Winter,December,20,Saturday,0,1,8,63,71
8642,Winter,December,21,Saturday,0,1,2,50,52
8643,Winter,December,22,Saturday,0,1,2,36,38
8644,Winter,December,23,Saturday,0,1,4,27,31
8645,Winter,January,0,Sunday,0,1,5,43,48
8646,Winter,January,1,Sunday,0,1,15,78,93
8647,Winter,January,2,Sunday,0,1,16,59,75
8648,Winter,January,3,Sunday,0,1,11,41,52
8649,Winter,January,4,Sunday,0,1,0,8,8
8650,Winter,January,5,Sunday,0,1,0,5,5
8651,Winter,January,6,Sunday,0,1,1,1,2
8652,Winter,January,7,Sunday,0,1,1,6,7
8653,Winter,January,8,Sunday,0,1,4,10,14
8654,Winter,January,9,Sunday,0,1,13,27,40
8655,Winter,January,10,Sunday,0,1,18,52,70
8656,Winter,January,11,Sunday,0,1,40,98,138
8657,Winter,January,12,Sunday,0,1,58,143,201
8658,Winter,January,13,Sunday,0,1,82,141,223
8659,Winter,January,14,Sunday,0,1,120,147,267
8660,Winter,January,15,Sunday,0,1,101,164,265
8661,Winter,January,16,Sunday,0,2,68,147,215
8662,Winter,January,17,Sunday,0,2,36,75,111
8663,Winter,January,18,Sunday,0,3,25,81,106
8664,Winter,January,19,Sunday,0,3,20,85,105
8665,Winter,January,20,Sunday,0,2,25,58,83
8666,Winter,January,21,Sunday,0,2,10,61,71
8667,Winter,January,22,Sunday,0,1,13,53,66
8668,Winter,January,23,Sunday,0,1,4,25,29
8669,Winter,January,0,Monday,0,1,8,31,39
8670,Winter,January,1,Monday,0,1,1,11,12
8671,Winter,January,2,Monday,0,1,1,6,7
8672,Winter,January,4,Monday,0,1,0,4,4
8673,Winter,January,5,Monday,0,1,1,3,4
8674,Winter,January,6,Monday,0,1,0,14,14
8675,Winter,January,7,Monday,0,1,0,16,16
8676,Winter,January,8,Monday,0,1,2,51,53
8677,Winter,January,9,Monday,0,1,15,53,68
8678,Winter,January,10,Monday,0,1,20,89,109
8679,Winter,January,11,Monday,0,1,33,142,175
8680,Winter,January,12,Monday,0,1,41,161,202
8681,Winter,January,13,Monday,0,1,26,150,176
8682,Winter,January,14,Monday,0,1,10,141,151
8683,Winter,January,15,Monday,0,1,29,139,168
8684,Winter,January,16,Monday,0,1,10,144,154
8685,Winter,January,17,Monday,0,1,17,136,153
8686,Winter,January,18,Monday,0,1,13,113,126
8687,Winter,January,19,Monday,0,1,4,89,93
8688,Winter,January,20,Monday,0,1,5,83,88
8689,Winter,January,21,Monday,0,2,3,63,66
8690,Winter,January,22,Monday,0,2,3,36,39
8691,Winter,January,23,Monday,0,1,2,32,34
8692,Winter,January,0,Tuesday,1,1,0,13,13
8693,Winter,January,1,Tuesday,1,1,1,5,6
8694,Winter,January,2,Tuesday,1,1,0,3,3
8695,Winter,January,3,Tuesday,1,1,0,2,2
8696,Winter,January,4,Tuesday,1,1,0,5,5
8697,Winter,January,5,Tuesday,1,1,0,12,12
8698,Winter,January,6,Tuesday,1,1,4,81,85
8699,Winter,January,7,Tuesday,1,1,2,168,170
8700,Winter,January,8,Tuesday,1,1,5,349,354
8701,Winter,January,9,Tuesday,1,1,8,145,153
8702,Winter,January,10,Tuesday,1,1,5,55,60
8703,Winter,January,11,Tuesday,1,1,12,63,75
8704,Winter,January,12,Tuesday,1,1,4,70,74
8705,Winter,January,13,Tuesday,1,1,5,68,73
8706,Winter,January,14,Tuesday,1,1,7,72,79
8707,Winter,January,15,Tuesday,1,1,9,68,77
8708,Winter,January,16,Tuesday,1,1,7,129,136
8709,Winter,January,17,Tuesday,1,1,4,241,245
8710,Winter,January,18,Tuesday,1,1,10,214,224
8711,Winter,January,19,Tuesday,1,1,4,152,156
8712,Winter,January,20,Tuesday,1,1,0,115,115
8713,Winter,January,21,Tuesday,1,1,2,66,68
8714,Winter,January,22,Tuesday,1,1,0,33,33
8715,Winter,January,23,Tuesday,1,1,0,18,18
8716,Winter,January,0,Wednesday,1,1,0,9,9
8717,Winter,January,1,Wednesday,1,1,0,3,3
8718,Winter,January,2,Wednesday,1,1,0,1,1
8719,Winter,January,3,Wednesday,1,1,0,1,1
8720,Winter,January,4,Wednesday,1,1,0,2,2
8721,Winter,January,5,Wednesday,1,1,0,14,14
8722,Winter,January,6,Wednesday,1,1,0,59,59
8723,Winter,January,7,Wednesday,1,1,1,151,152
8724,Winter,January,8,Wednesday,1,1,5,310,315
8725,Winter,January,9,Wednesday,1,1,7,173,180
8726,Winter,January,10,Wednesday,1,1,7,57,64
8727,Winter,January,11,Wednesday,1,2,6,40,46
8728,Winter,January,12,Wednesday,1,2,9,75,84
8729,Winter,January,13,Wednesday,1,2,9,82,91
8730,Winter,January,14,Wednesday,1,2,6,69,75
8731,Winter,January,15,Wednesday,1,2,9,81,90
8732,Winter,January,16,Wednesday,1,2,8,123,131
8733,Winter,January,17,Wednesday,1,2,9,272,281
8734,Winter,January,18,Wednesday,1,2,9,280,289
8735,Winter,January,19,Wednesday,1,2,2,182,184
8736,Winter,January,20,Wednesday,1,2,2,121,123
8737,Winter,January,21,Wednesday,1,2,2,88,90
8738,Winter,January,22,Wednesday,1,2,4,48,52
8739,Winter,January,23,Wednesday,1,2,0,32,32
8740,Winter,January,0,Thursday,1,2,1,13,14
8741,Winter,January,1,Thursday,1,1,0,5,5
8742,Winter,January,2,Thursday,1,1,0,4,4
8743,Winter,January,3,Thursday,1,1,0,4,4
8744,Winter,January,4,Thursday,1,2,0,5,5
8745,Winter,January,5,Thursday,1,2,0,26,26
8746,Winter,January,6,Thursday,1,2,0,78,78
8747,Winter,January,7,Thursday,1,2,3,212,215
8748,Winter,January,8,Thursday,1,2,11,377,388
8749,Winter,January,9,Thursday,1,2,7,220,227
8750,Winter,January,10,Thursday,1,2,5,81,86
8751,Winter,January,11,Thursday,1,1,6,78,84
8752,Winter,January,12,Thursday,1,1,6,114,120
8753,Winter,January,13,Thursday,1,1,6,112,118
8754,Winter,January,14,Thursday,1,1,13,104,117
8755,Winter,January,15,Thursday,1,1,6,113,119
8756,Winter,January,16,Thursday,1,1,19,178,197
8757,Winter,January,17,Thursday,1,2,19,393,412
8758,Winter,January,18,Thursday,1,1,9,374,383
8759,Winter,January,19,Thursday,1,1,10,255,265
8760,Winter,January,20,Thursday,1,1,5,172,177
8761,Winter,January,21,Thursday,1,1,9,88,97
8762,Winter,January,22,Thursday,1,1,1,70,71
8763,Winter,January,23,Thursday,1,1,4,56,60
8764,Winter,January,0,Friday,1,1,1,24,25
8765,Winter,January,1,Friday,1,1,2,6,8
8766,Winter,January,2,Friday,1,1,2,3,5
8767,Winter,January,3,Friday,1,1,1,3,4
8768,Winter,January,4,Friday,1,1,0,3,3
8769,Winter,January,5,Friday,1,2,0,13,13
8770,Winter,January,6,Friday,1,2,1,69,70
8771,Winter,January,7,Friday,1,2,4,201,205
8772,Winter,January,8,Friday,1,1,11,436,447
8773,Winter,January,9,Friday,1,1,4,237,241
8774,Winter,January,10,Friday,1,1,14,102,116
8775,Winter,January,11,Friday,1,1,8,130,138
8776,Winter,January,12,Friday,1,1,23,168,191
8777,Winter,January,13,Friday,1,1,16,188,204
8778,Winter,January,14,Friday,1,1,26,152,178
8779,Winter,January,15,Friday,1,1,44,178,222
8780,Winter,January,16,Friday,1,1,35,259,294
8781,Winter,January,17,Friday,1,1,20,456,476
8782,Winter,January,18,Friday,1,1,28,391,419
8783,Winter,January,19,Friday,1,1,11,261,272
8784,Winter,January,20,Friday,1,1,14,163,177
8785,Winter,January,21,Friday,1,1,17,137,154
8786,Winter,January,22,Friday,1,1,12,123,135
8787,Winter,January,23,Friday,1,1,13,88,101
8788,Winter,January,0,Saturday,0,1,2,77,79
8789,Winter,January,1,Saturday,0,1,6,56,62
8790,Winter,January,2,Saturday,0,1,2,36,38
8791,Winter,January,3,Saturday,0,1,1,19,20
8792,Winter,January,4,Saturday,0,1,1,9,10
8793,Winter,January,5,Saturday,0,1,2,7,9
8794,Winter,January,6,Saturday,0,1,0,7,7
8795,Winter,January,7,Saturday,0,1,0,20,20
8796,Winter,January,8,Saturday,0,1,0,64,64
8797,Winter,January,9,Saturday,0,1,14,116,130
8798,Winter,January,10,Saturday,0,1,43,160,203
8799,Winter,January,11,Saturday,0,1,74,250,324
8800,Winter,January,12,Saturday,0,1,100,276,376
8801,Winter,January,13,Saturday,0,1,149,296,445
8802,Winter,January,14,Saturday,0,1,156,356,512
8803,Winter,January,15,Saturday,0,1,132,317,449
8804,Winter,January,16,Saturday,0,2,133,268,401
8805,Winter,January,17,Saturday,0,2,87,235,322
8806,Winter,January,18,Saturday,0,1,49,248,297
8807,Winter,January,19,Saturday,0,1,44,171,215
8808,Winter,January,20,Saturday,0,1,21,149,170
8809,Winter,January,21,Saturday,0,1,22,118,140
8810,Winter,January,22,Saturday,0,1,16,93,109
8811,Winter,January,23,Saturday,0,1,16,103,119
8812,Winter,January,0,Sunday,0,1,14,77,91
8813,Winter,January,1,Sunday,0,1,10,62,72
8814,Winter,January,2,Sunday,0,1,10,57,67
8815,Winter,January,3,Sunday,0,1,6,26,32
8816,Winter,January,4,Sunday,0,1,2,4,6
8817,Winter,January,5,Sunday,0,2,0,2,2
8818,Winter,January,6,Sunday,0,2,0,2,2
8819,Winter,January,7,Sunday,0,2,1,23,24
8820,Winter,January,8,Sunday,0,1,4,53,57
8821,Winter,January,9,Sunday,0,1,23,102,125
8822,Winter,January,10,Sunday,0,1,27,181,208
8823,Winter,January,11,Sunday,0,1,55,201,256
8824,Winter,January,12,Sunday,0,1,78,273,351
8825,Winter,January,13,Sunday,0,1,77,266,343
8826,Winter,January,14,Sunday,0,1,75,253,328
8827,Winter,January,15,Sunday,0,1,89,241,330
8828,Winter,January,16,Sunday,0,1,58,256,314
8829,Winter,January,17,Sunday,0,1,22,197,219
8830,Winter,January,18,Sunday,0,1,19,162,181
8831,Winter,January,19,Sunday,0,1,8,104,112
8832,Winter,January,20,Sunday,0,1,7,119,126
8833,Winter,January,21,Sunday,0,1,10,81,91
8834,Winter,January,22,Sunday,0,1,4,54,58
8835,Winter,January,23,Sunday,0,1,0,30,30
8836,Winter,January,0,Monday,1,1,3,12,15
8837,Winter,January,1,Monday,1,1,1,4,5
8838,Winter,January,2,Monday,1,1,2,3,5
8839,Winter,January,3,Monday,1,1,0,3,3
8840,Winter,January,4,Monday,1,1,0,4,4
8841,Winter,January,5,Monday,1,2,0,21,21
8842,Winter,January,6,Monday,1,2,3,85,88
8843,Winter,January,7,Monday,1,2,1,239,240
8844,Winter,January,8,Monday,1,2,13,407,420
8845,Winter,January,9,Monday,1,2,9,188,197
8846,Winter,January,10,Monday,1,1,13,95,108
8847,Winter,January,11,Monday,1,2,6,82,88
8848,Winter,January,12,Monday,1,2,10,93,103
8849,Winter,January,13,Monday,1,2,3,77,80
8850,Winter,January,14,Monday,1,3,5,45,50
8851,Winter,January,15,Monday,1,3,5,64,69
8852,Winter,January,16,Monday,1,3,3,46,49
8853,Winter,January,17,Monday,1,3,5,147,152
8854,Winter,January,18,Monday,1,4,6,158,164
8855,Winter,January,19,Monday,1,3,3,187,190
8856,Winter,January,20,Monday,1,2,5,127,132
8857,Winter,January,21,Monday,1,2,1,78,79
8858,Winter,January,22,Monday,1,2,8,54,62
8859,Winter,January,23,Monday,1,2,1,51,52
8860,Winter,January,0,Tuesday,1,2,0,14,14
8861,Winter,January,1,Tuesday,1,2,2,3,5
8862,Winter,January,2,Tuesday,1,2,2,2,4
8863,Winter,January,4,Tuesday,1,2,0,4,4
8864,Winter,January,5,Tuesday,1,1,0,23,23
8865,Winter,January,6,Tuesday,1,2,0,79,79
8866,Winter,January,7,Tuesday,1,2,3,219,222
8867,Winter,January,8,Tuesday,1,2,6,465,471
8868,Winter,January,9,Tuesday,1,2,11,184,195
8869,Winter,January,10,Tuesday,1,2,3,80,83
8870,Winter,January,11,Tuesday,1,1,8,93,101
8871,Winter,January,12,Tuesday,1,1,13,127,140
8872,Winter,January,13,Tuesday,1,1,15,163,178
8873,Winter,January,14,Tuesday,1,1,10,96,106
8874,Winter,January,15,Tuesday,1,1,17,119,136
8875,Winter,January,16,Tuesday,1,1,15,225,240
8876,Winter,January,17,Tuesday,1,1,14,446,460
8877,Winter,January,18,Tuesday,1,1,13,372,385
8878,Winter,January,19,Tuesday,1,1,11,270,281
8879,Winter,January,20,Tuesday,1,1,10,190,200
8880,Winter,January,21,Tuesday,1,1,7,109,116
8881,Winter,January,22,Tuesday,1,1,10,104,114
8882,Winter,January,23,Tuesday,1,1,3,38,41
8883,Winter,January,0,Wednesday,1,1,2,26,28
8884,Winter,January,1,Wednesday,1,1,1,6,7
8885,Winter,January,2,Wednesday,1,1,0,5,5
8886,Winter,January,3,Wednesday,1,1,0,4,4
8887,Winter,January,4,Wednesday,1,1,0,2,2
8888,Winter,January,5,Wednesday,1,1,0,22,22
8889,Winter,January,6,Wednesday,1,1,2,72,74
8890,Winter,January,7,Wednesday,1,1,9,247,256
8891,Winter,January,8,Wednesday,1,1,11,488,499
8892,Winter,January,9,Wednesday,1,2,7,218,225
8893,Winter,January,10,Wednesday,1,2,13,84,97
8894,Winter,January,11,Wednesday,1,2,9,90,99
8895,Winter,January,12,Wednesday,1,3,4,51,55
8896,Winter,January,13,Wednesday,1,3,8,57,65
8897,Winter,January,14,Wednesday,1,3,3,70,73
8898,Winter,January,15,Wednesday,1,2,6,73,79
8899,Winter,January,16,Wednesday,1,2,6,112,118
8900,Winter,January,17,Wednesday,1,3,6,128,134
8901,Winter,January,18,Wednesday,1,3,2,96,98
8902,Winter,January,19,Wednesday,1,3,1,92,93
8903,Winter,January,20,Wednesday,1,3,2,55,57
8904,Winter,January,21,Wednesday,1,3,0,29,29
8905,Winter,January,22,Wednesday,1,3,0,49,49
8906,Winter,January,23,Wednesday,1,3,0,9,9
8907,Winter,January,0,Thursday,1,3,0,3,3
8908,Winter,January,1,Thursday,1,3,0,3,3
8909,Winter,January,2,Thursday,1,3,1,1,2
8910,Winter,January,3,Thursday,1,3,0,3,3
8911,Winter,January,4,Thursday,1,3,0,2,2
8912,Winter,January,5,Thursday,1,3,0,16,16
8913,Winter,January,6,Thursday,1,3,1,88,89
8914,Winter,January,7,Thursday,1,2,2,218,220
8915,Winter,January,8,Thursday,1,1,11,497,508
8916,Winter,January,9,Thursday,1,1,10,220,230
8917,Winter,January,10,Thursday,1,1,6,84,90
8918,Winter,January,11,Thursday,1,2,18,101,119
8919,Winter,January,12,Thursday,1,2,14,130,144
8920,Winter,January,13,Thursday,1,1,13,170,183
8921,Winter,January,14,Thursday,1,1,24,132,156
8922,Winter,January,15,Thursday,1,1,32,156,188
8923,Winter,January,16,Thursday,1,1,33,248,281
8924,Winter,January,17,Thursday,1,1,23,472,495
8925,Winter,January,18,Thursday,1,1,22,399,421
8926,Winter,January,19,Thursday,1,2,17,313,330
8927,Winter,January,20,Thursday,1,2,11,229,240
8928,Winter,January,21,Thursday,1,1,12,162,174
8929,Winter,January,22,Thursday,1,1,12,121,133
8930,Winter,January,23,Thursday,1,1,7,60,67
8931,Winter,January,0,Friday,1,2,4,38,42
8932,Winter,January,1,Friday,1,2,0,12,12
8933,Winter,January,2,Friday,1,1,1,13,14
8934,Winter,January,3,Friday,1,1,3,4,7
8935,Winter,January,4,Friday,1,3,1,2,3
8936,Winter,January,5,Friday,1,2,0,21,21
8937,Winter,January,6,Friday,1,2,2,71,73
8938,Winter,January,7,Friday,1,1,3,174,177
8939,Winter,January,8,Friday,1,1,11,408,419
8940,Winter,January,9,Friday,1,1,10,204,214
8941,Winter,January,10,Friday,1,1,2,101,103
8942,Winter,January,11,Friday,1,1,12,102,114
8943,Winter,January,12,Friday,1,1,14,140,154
8944,Winter,January,13,Friday,1,1,14,140,154
8945,Winter,January,14,Friday,1,1,10,119,129
8946,Winter,January,15,Friday,1,1,15,123,138
8947,Winter,January,16,Friday,1,1,18,215,233
8948,Winter,January,17,Friday,1,1,15,317,332
8949,Winter,January,18,Friday,1,1,7,294,301
8950,Winter,January,19,Friday,1,1,7,199,206
8951,Winter,January,20,Friday,1,1,6,130,136
8952,Winter,January,21,Friday,1,1,7,95,102
8953,Winter,January,22,Friday,1,1,7,58,65
8954,Winter,January,23,Friday,1,1,5,60,65
8955,Winter,January,0,Saturday,0,1,2,42,44
8956,Winter,January,1,Saturday,0,1,6,44,50
8957,Winter,January,2,Saturday,0,1,6,32,38
8958,Winter,January,3,Saturday,0,1,6,14,20
8959,Winter,January,4,Saturday,0,1,0,3,3
8960,Winter,January,5,Saturday,0,1,0,4,4
8961,Winter,January,6,Saturday,0,1,0,5,5
8962,Winter,January,7,Saturday,0,1,0,24,24
8963,Winter,January,8,Saturday,0,1,3,89,92
8964,Winter,January,9,Saturday,0,1,3,78,81
8965,Winter,January,10,Saturday,0,1,14,135,149
8966,Winter,January,11,Saturday,0,1,28,150,178
8967,Winter,January,12,Saturday,0,1,30,189,219
8968,Winter,January,13,Saturday,0,1,38,182,220
8969,Winter,January,14,Saturday,0,1,52,179,231
8970,Winter,January,15,Saturday,0,1,49,177,226
8971,Winter,January,16,Saturday,0,1,28,178,206
8972,Winter,January,17,Saturday,0,1,15,129,144
8973,Winter,January,18,Saturday,0,1,21,122,143
8974,Winter,January,19,Saturday,0,1,12,90,102
8975,Winter,January,20,Saturday,0,1,8,95,103
8976,Winter,January,21,Saturday,0,1,3,66,69
8977,Winter,January,22,Saturday,0,1,4,62,66
8978,Winter,January,23,Saturday,0,1,5,71,76
8979,Winter,January,0,Sunday,0,1,9,50,59
8980,Winter,January,1,Sunday,0,2,2,40,42
8981,Winter,January,2,Sunday,0,2,5,38,43
8982,Winter,January,3,Sunday,0,2,1,24,25
8983,Winter,January,4,Sunday,0,2,1,5,6
8984,Winter,January,5,Sunday,0,2,0,5,5
8985,Winter,January,6,Sunday,0,2,1,7,8
8986,Winter,January,7,Sunday,0,1,3,14,17
8987,Winter,January,8,Sunday,0,1,2,34,36
8988,Winter,January,9,Sunday,0,1,10,80,90
8989,Winter,January,10,Sunday,0,1,11,115,126
8990,Winter,January,11,Sunday,0,1,21,144,165
8991,Winter,January,12,Sunday,0,1,42,192,234
8992,Winter,January,13,Sunday,0,1,40,184,224
8993,Winter,January,14,Sunday,0,1,25,163,188
8994,Winter,January,15,Sunday,0,1,33,173,206
8995,Winter,January,16,Sunday,0,1,31,174,205
8996,Winter,January,17,Sunday,0,1,15,131,146
8997,Winter,January,18,Sunday,0,1,7,113,120
8998,Winter,January,19,Sunday,0,1,9,101,110
8999,Winter,January,20,Sunday,0,1,10,85,95
9000,Winter,January,21,Sunday,0,1,1,71,72
9001,Winter,January,22,Sunday,0,1,2,58,60
9002,Winter,January,23,Sunday,0,1,3,26,29
9003,Winter,January,0,Monday,0,1,2,23,25
9004,Winter,January,1,Monday,0,1,2,18,20
9005,Winter,January,2,Monday,0,1,3,14,17
9006,Winter,January,3,Monday,0,1,0,3,3
9007,Winter,January,4,Monday,0,1,2,6,8
9008,Winter,January,5,Monday,0,1,1,5,6
9009,Winter,January,6,Monday,0,1,0,13,13
9010,Winter,January,7,Monday,0,1,5,28,33
9011,Winter,January,8,Monday,0,1,3,75,78
9012,Winter,January,9,Monday,0,1,7,89,96
9013,Winter,January,10,Monday,0,2,19,107,126
9014,Winter,January,11,Monday,0,1,21,158,179
9015,Winter,January,12,Monday,0,1,20,165,185
9016,Winter,January,13,Monday,0,2,26,202,228
9017,Winter,January,14,Monday,0,1,23,158,181
9018,Winter,January,15,Monday,0,1,17,175,192
9019,Winter,January,16,Monday,0,1,22,158,180
9020,Winter,January,17,Monday,0,1,19,174,193
9021,Winter,January,18,Monday,0,1,6,175,181
9022,Winter,January,19,Monday,0,1,10,134,144
9023,Winter,January,20,Monday,0,1,2,88,90
9024,Winter,January,21,Monday,0,1,3,46,49
9025,Winter,January,22,Monday,0,2,4,39,43
9026,Winter,January,23,Monday,0,3,0,28,28
9027,Winter,January,0,Tuesday,1,2,0,12,12
9028,Winter,January,1,Tuesday,1,2,0,2,2
9029,Winter,January,2,Tuesday,1,3,0,12,12
9030,Winter,January,4,Tuesday,1,3,0,2,2
9031,Winter,January,5,Tuesday,1,3,0,13,13
9032,Winter,January,6,Tuesday,1,3,0,57,57
9033,Winter,January,7,Tuesday,1,3,5,121,126
9034,Winter,January,8,Tuesday,1,3,3,90,93
9035,Winter,January,9,Tuesday,1,3,7,61,68
9036,Winter,January,10,Tuesday,1,3,1,61,62
9037,Winter,January,11,Tuesday,1,2,2,73,75
9038,Winter,January,12,Tuesday,1,2,3,83,86
9039,Winter,January,13,Tuesday,1,2,8,95,103
9040,Winter,January,14,Tuesday,1,1,12,120,132
9041,Winter,January,15,Tuesday,1,1,6,123,129
9042,Winter,January,16,Tuesday,1,1,14,205,219
9043,Winter,January,17,Tuesday,1,1,20,442,462
9044,Winter,January,18,Tuesday,1,1,12,451,463
9045,Winter,January,19,Tuesday,1,1,11,297,308
9046,Winter,January,20,Tuesday,1,1,11,169,180
9047,Winter,January,21,Tuesday,1,1,6,174,180
9048,Winter,January,22,Tuesday,1,1,5,85,90
9049,Winter,January,23,Tuesday,1,1,1,60,61
9050,Winter,January,0,Wednesday,1,2,3,14,17
